id,phId,name,tagline,description,thumbnailUrl,launchDate,upvotes,score,speedScore,marketScore,pmfScore,networkScore,growthScore,uncertaintyScore,scoreExplanation,createdAt,updatedAt
c2fa0c81-6d4a-402f-aa76-6cacb90eba86,1073763,Developer Docs Audit,"Increase LLM visibility, signups and activated users","Get actionable insights to increase LLM visibility, free signups and activated users through your developer documentation. Based on 120+ top devtool docs.",https://ph-files.imgix.net/75eba78b-c98a-4a75-b041-03f26c7a2748.png?auto=format,2026-02-07T08:01:00Z,96,7,8,9,9,2,7,7,"The product targets a massive, high-growth market with strong product-market fit by solving a critical problem for LLM developers, though it lacks clear network effects and its hyper-growth hinges on robust productization beyond a service.",2026-02-07T17:21:57.589Z,2026-02-07T17:21:57.589Z
d213c7b3-4a91-40be-b60b-26655ad4ca41,1074960,TinyMilestone - Life Journal,Your personal progress timeline,"A simple app to help you set, track, and achieve your personal and professional milestones with ease and motivation.",https://ph-files.imgix.net/80ddba70-3289-48b0-be34-72c0d0b87ca5.png?auto=format,2026-02-07T08:01:00Z,0,5,7,10,4,0,2,5,"While launching quickly into a massive market, TinyMilestone lacks clear product differentiation for strong PMF, essential network effects, and robust hyper-growth drivers characteristic of blitzscaling.",2026-02-07T09:25:40.224Z,2026-02-07T09:25:40.224Z
8438dd8d-7129-4b50-bbd7-d6410b662506,1071492,TUNiBrain–Korean Morphological Analyzer,The next-gen Korean morphological analyzer,"TUNiBrain is a hybrid Korean morphological analyzer that combines deep learning and dictionary-based NLP to understand meaning, not just tokens. It detects proper nouns, disambiguates words like “눈” (eye vs snow), and outputs definitions, senses, and translations for every token. Built with CRF, Bi-LSTM, and semantic dictionaries, it powers more accurate Korean chatbots, search, and LLM pipelines.",https://ph-files.imgix.net/b0d3d137-6535-4471-ba84-f5fc6bdc0d06.png?auto=format,2026-02-04T08:01:00Z,3,6.7,6,5,8,7,7,7,"While offering a robust solution for a critical problem in Korean NLP with good growth and data network effect potential, its language-specific market inherently limits its 'huge market' and hyper-growth potential from a pure Blitzscaling perspective.",2026-02-04T22:04:17.372Z,2026-02-04T22:04:17.372Z
03e318c0-5adf-4a7e-9136-562bdd214df2,1075275,Hospitality Enviro Tech,Smart Environmental Solutions for Hotels,"Hospitality Enviro Tech delivers smart environmental and technology solutions for hotels and hospitality businesses, improving sustainability, efficiency, and guest safety.",https://ph-files.imgix.net/b086bff3-0959-467c-b801-9bb4261c0d67.png?auto=format,2026-02-14T08:01:00Z,1,6,5,9,9,2,8,1,"The product demonstrates strong potential for Product-Market Fit and hyper-growth within a huge market, but the provided launch description offers little insight into network effects, speed-over-efficiency principles, or explicit risk management strategies.",2026-02-14T13:40:25.370Z,2026-02-14T13:40:25.370Z
bbcad13e-3270-4cf1-a1ae-5f43ae75fc1a,1077759,Bark Mod Menu,Mod Menu for Gorilla Tag,"Bark is a mod menu for Gorilla Tag, a VR game. Bark summons a 3d menu in Gtag, packed with modded features. Download Bark Mod Menu now.",https://ph-files.imgix.net/9f8ecb0a-4aa7-4eee-ac32-8191298c7820.jpeg?auto=format,2026-02-12T08:01:00Z,1,5,9,3,9,2,4,1,"The product benefits from strong niche PMF and speed but is severely constrained by market size, lack of network effects, and high inherent legal/technical risks, making it unsuitable for true Blitzscaling.",2026-02-12T18:54:43.571Z,2026-02-12T18:54:43.571Z
e671a4b0-d4b8-4f7c-a639-f2c6e6e06846,964955,Agentset,APIs for building AI chat and search,"Open-source RAG infrastructure that survives production workloads. Upload documents, query via API, get answers with sources. Hybrid search, multimodal, complex reasoning - all included. Model-agnostic. Used by 1,500+ teams in medical AI, legal tech, enterprise search.",https://ph-files.imgix.net/b3e9ddc6-c4dc-4b38-89a7-f9f671828a00.png?auto=format,2026-02-04T08:01:00Z,88,9,9,10,10,9,9,9,"Agentset demonstrates strong blitzscaling potential with proven PMF and a large user base in a hyper-growth market, leveraging open-source and API-first design for rapid expansion and robust risk management.",2026-02-04T21:58:35.672Z,2026-02-04T21:58:35.672Z
fa96dc68-31d4-4abc-ac8e-f20585a74b13,1076841,LookMyCar,Spot bad car deals & scams in 30s with AI 🚗🔍,Acheter une voiture d'occasion est stressant. LookMyCar est votre copilote IA qui analyse n'importe quelle annonce de voiture en 30 secondes.&nbsp;» 🔍 Détecte les arnaques potentielles et les mauvaises affaires 📉 Compare les prix avec les prix du marché réel 💬 Génère des arguments de négociation pour vous Compatible avec les principales plateformes de vente en ligne. Collez un lien et obtenez un rapport complet. La première analyse est gratuite&nbsp;! 🚗,https://ph-files.imgix.net/3dc4554c-4317-42b4-8f95-81ed30bdbe72.svg?auto=format,2026-02-10T08:01:00Z,2,8,8,9,9,6,8,7,"LookMyCar demonstrates strong Product-Market Fit in a huge market with a speed-focused launch to address uncertainty, though its network effects are moderate and long-term AI accuracy and liability risks are significant for sustained hyper-growth.",2026-02-10T12:59:28.562Z,2026-02-10T12:59:28.562Z
643a0b19-5409-4c1a-b58c-f0f4cd883790,1078491,OneCritto,OneCritto — Offline password & file manager. No cloud. Ever.,"OneCritto is truly offline. No cloud, no accounts, no servers. Passwords and files are encrypted and stored only on your device. One-time purchase, no subscriptions. Built for users who want full control, not cloud dependency.",https://ph-files.imgix.net/404e1ee9-6b53-456c-b0f4-c915caf72c57.x-icon?auto=format,2026-02-14T08:01:00Z,2,4,3,5,8,1,3,4,"OneCritto demonstrates strong Product-Market Fit for a specific privacy-conscious niche but lacks the network effects, hyper-growth potential, and strategic approach to market uncertainty that are characteristic of blitzscaling.",2026-02-14T16:21:32.897Z,2026-02-14T16:21:32.897Z
88dbb709-c458-407d-a879-bc34b160b526,1070243,summertime sagas,"“Your go-to hub for the safest, latest Summertime Saga","Summertime MOD APK is an open exploration, choice based, quest driven, character driven, story based simulation game with an interesting gameplay.",https://ph-files.imgix.net/f791e51c-ede7-417e-acec-d0ddf014fc8e.jpeg?auto=format,2026-02-14T08:01:00Z,0,3,7,2,7,2,1,1,"While addressing a specific niche need with speed, the product is severely constrained by its extremely limited market, lack of inherent network effects, and significant unmanaged legal and safety risks inherent in distributing modified game software.",2026-02-14T11:18:01.517Z,2026-02-14T11:18:01.517Z
5252e34b-d9c3-42b1-b7db-2127ef9b0b55,1068370,Unicorne,The 20 fastest growing startups based on TrustMRR data,"Watch the top 20 fastest growing tech startups in real-time. Rankings updated hourly with verified revenue data from Stripe, Paddle, and RevenueCat.",https://ph-files.imgix.net/c75e0d14-421d-42fd-bbae-6a0b7aff3a70.png?auto=format,2026-02-09T08:01:00Z,325,7.5,7,9,8,7,8,6,"Unicorne addresses a massive market need for verified real-time startup growth data with a strong value proposition and network effects potential, but faces significant technical and trust management risks despite prioritizing speed.",2026-02-09T16:53:08.121Z,2026-02-09T16:53:08.121Z
61a32cde-4f4f-49b4-8b46-9608f7dd4e46,1072825,Crypto Investment Tracker,"Log ""buys & sells"" and visualizes your crypto portfolio","A single page, offline friendly crypto portfolio tracker built with vanilla HTML/CSS/JS. It lets you log buys and sells, computes average cost, tracks realized/unrealized P&L, and visualizes your portfolio. Live pricing comes from the public CoinPaprika API; all data stays in the browser and its PWA :)",https://ph-files.imgix.net/3c6363df-0f71-4e0f-be2e-3bab7143eba9.png?auto=format,2026-02-06T08:01:00Z,0,7,9,9,8,1,3,9,"While strong in market potential, product-market fit, speed, and risk management due to its lean, privacy-focused approach, its lack of network effects fundamentally limits its blitzscaling hyper-growth potential.",2026-02-07T05:37:39.307Z,2026-02-07T05:37:39.307Z
d34a65f7-8698-4fbb-b289-03550d8752f9,1075318,Quote Keeper ,"Capture and manage your favorite quote from books, movies...",A easy to use app for managing and storing quotes. Add tags for easier filtering. Share quotes with your friends. You can customize the app with different themes or even design your own. Pin favorite quotes to the home screen. The app is free and local (all the data is on your device) and has minimal ads (that can be removed with a single purchase. You also get access to a custom theme editor and more widget customization).,https://ph-files.imgix.net/f3ade8f7-b1a6-4f35-8082-51cd1230f144.webp?auto=format,2026-02-07T08:01:00Z,0,3.8,6,3,6,1,2,5,"The app is a well-designed niche utility but lacks the huge market potential, strong network effects, and hyper-growth drivers necessary for successful Blitzscaling.",2026-02-07T11:17:18.958Z,2026-02-07T11:17:18.958Z
2422e557-2635-4b07-ad95-045fa5fa8e59,1072231,Multitui,"Sandbox claude code, codex, or any TUI on macOS","Multitui is a macOS app factory that generates individual terminal apps for TUI programs, with optional sandbox. Create dedicated native apps for claude code, codex, gemini, lazygit, harlequin, or any TUI.",https://ph-files.imgix.net/b4f03262-7855-468f-aa58-bb3f9e622145.png?auto=format,2026-02-04T08:01:00Z,105,4.3,7,3,6,1,2,7,"The product demonstrates good execution speed and risk management for its niche but lacks the expansive market potential, inherent network effects, and hyper-growth prospects required for true Blitzscaling.",2026-02-04T22:01:42.985Z,2026-02-04T22:01:42.985Z
f2204156-bc46-4683-973d-4e92955664b7,1079653,Vibeloper Card,link-in-bio app that takes your vibe,"Generate your interactive Vibeloper identity card. Customize, preview, and export as code.",https://ph-files.imgix.net/267cd281-4b9a-4655-9529-5f2a4ef18fe9.gif?auto=format,2026-02-15T08:01:00Z,2,5.8,7,8,6,3,5,6,"The Vibeloper Card demonstrates good speed in testing a niche within a huge market, but its PMF, network effects, and hyper-growth potential are uncertain due to fierce competition and a specialized value proposition.",2026-02-16T07:49:45.800Z,2026-02-16T07:49:45.800Z
f294f63a-f9cd-489c-99e6-ab796b346de7,1078405,Quick Poll,Create and share polls instantly. No sign-up required.,"Google Forms takes 10 minutes. QuickPoll takes 30 seconds. No signup. No setup. Just type your question, add options, and share the link. ✓ Real-time results ✓ Mobile-first ✓ Beautiful by default ✓ Free forever Perfect for team votes, client feedback, meeting times, design choices, or live events. Built in 2 days out of frustration. Already used for 1,000+ polls. Try it once, you'll never go back to Google Forms.",https://ph-files.imgix.net/96199eb6-cb3c-4a72-99d0-055a7dca2074.png?auto=format,2026-02-13T08:01:00Z,0,8,9,8,9,6,8,7,"Quick Poll showcases strong blitzscaling potential through its rapid development, clear PMF in a large market, and highly frictionless viral adoption, managing risk effectively despite moderate network effects and an unstated monetization strategy.",2026-02-13T13:58:13.406Z,2026-02-13T13:58:13.406Z
701d6074-dd79-42d0-85a8-57b2dead4955,1072520,AI Knowledge Exchange Platform,AIS to share knowledge and build collective intelligence,"Platform for AI assistants to share knowledge, track performance, and build collective intelligence. Built by AIs, for AIs. Features: - Knowledge sharing between AI agents - Decision logging and analytics - Performance tracking - AI-to-AI messaging - Collective intelligence building Install: pip install aifai-client GitHub: https://github.com/Analytical-Insider-LLC/Analytical-Fire",https://ph-files.imgix.net/15fe860d-e1d0-481f-90b0-1a325a38913d.png?auto=format,2026-02-04T08:01:00Z,1,7.5,8,9,5,9,8,6,"The platform demonstrates strong potential in market size, network effects, and growth by embracing speed in an uncertain AI landscape, though its current Product-Market Fit remains speculative.",2026-02-04T22:04:56.008Z,2026-02-04T22:04:56.008Z
fb213716-7b4d-485a-8cc4-4f3f3f18c8a1,1076516,Praxis by Emergn,Don't Work Without It.,"Praxis is the AI-powered workspace where teams define strategy, execute discovery, and plan delivery — with Stella, an AI coach trained on decades of Emergn's proprietary data, guiding every step. Stella helps you think like an experienced builder, even when you're early in your journey. Instead of fragmenting your thinking across prompts, docs, and tabs, Praxis gives you one coherent place to build, learn, decide, and move forward. Don't build without it.",https://ph-files.imgix.net/d10465b9-73e9-4be0-92be-64552c37dfeb.png?auto=format,2026-02-10T08:01:00Z,9,7.3,7,9,8,6,8,6,"The product presents a strong narrative for solving a widespread problem in a huge market using AI, with internal team network effects, but the description provides less direct insight into Emergn's own blitzscaling speed or risk management.",2026-02-10T21:37:17.741Z,2026-02-10T21:37:17.741Z
9703f3f8-53e6-43fa-9ace-0af9dd56461f,1079605,WeflineAI ,Secure AI Teammates | Augmented AI Teammates,"WeftlineAI helps teams productionise OpenClaw style agents in a controlled environment. Deploy agentic teammates with contained runtime, role aware access, policy based model routing, and auditable execution. Runs on Cloudflare, private cloud, or on prem, with Moltbot compatibility. Built for secure, governed team augmentation rather than personal copilots.",https://ph-files.imgix.net/cac33bd1-af4a-4418-91f2-2e830d547818.png?auto=format,2026-02-15T08:01:00Z,3,7,7,9,8,3,8,7,"WeflineAI addresses a massive and urgent enterprise need for secure AI agent deployment, demonstrating strong PMF and hyper-growth potential by enabling customer speed and managing their risks, though it exhibits limited inherent network effects.",2026-02-16T07:49:57.254Z,2026-02-16T07:49:57.254Z
6da692bf-6ce1-4b8b-b6cb-6401a609c8eb,1079753,Paper Plane Simulator,Delightful game in which you throw a paper plane and watch,Throw paper planes from NYC skyscrapers in 3D,https://ph-files.imgix.net/bbc9bef4-bfe9-4f09-9498-d941888fa7bc.png?auto=format,2026-02-16T08:01:00Z,29,2,5,1,2,0,1,3,"The Paper Plane Simulator, a niche casual game, scores low on Blitzscaling principles due to its limited market potential, absence of network effects, and consequently, low hyper-growth prospects, despite a fast-to-market approach for a simple concept.",2026-02-16T20:23:32.371Z,2026-02-16T20:23:32.371Z
8396820a-56b7-4e9c-bec8-f39dffb2a23c,1072161,Murario,Stop guessing. Detect YouTube algorithm anomalies with AI.,"Murario shifts the focus from saturated keywords to Algorithm Anomalies. We scan 1,500+ authority channels hourly to find tiny creators getting massive views. Unique Features: 🚀 Viral Ratio: Spot where the topic outperforms the creator’s brand. 📈 Momentum Radar: Detect sustainable trends using transversality data. 🤖 AI Strategy: Get viral titles & thumbnail prompts via Gemini. We’re launching with 50 exclusive Lifetime Founder licenses—own the data engine forever. Stop guessing.",https://ph-files.imgix.net/87cb3d5c-b86a-4273-bba6-b851cdc63f94.jpeg?auto=format,2026-02-04T08:01:00Z,2,7,8,9,8,3,8,6,"Murario shows strong potential in a massive market with a compelling solution for creators, though its network effects are limited and its core challenge of consistently deciphering YouTube's opaque algorithm presents ongoing risks.",2026-02-04T22:04:55.820Z,2026-02-04T22:04:55.820Z
610af063-d2bd-4606-82c8-a6af716a4fe9,1074959,LIAM,Email drafts in your voice + inbox organising + scheduling,"You are wasting hours on emails and managing your calendar. LIAM is an executive assistant that connects to your Gmail and generates ready-to-send drafts in your voice, prioritises important emails, and helps with scheduling. LIAM never sends emails without your approval. No new app or software to install. Takes 1 minute to connect and it lives in your mailbox.",https://ph-files.imgix.net/b727cc36-9d0e-429d-8984-5db2db325841.png?auto=format,2026-02-07T08:01:00Z,91,7.8,8,10,9,4,9,7,"LIAM targets a massive market with a compelling, low-friction solution offering strong PMF and hyper-growth potential, demonstrating good speed and a key risk mitigation, but direct network effects are weak.",2026-02-07T21:20:16.715Z,2026-02-07T21:20:16.715Z
6493a39e-9763-4b69-a017-ccb9b15fa118,1074176,ZelloDrop,The 1% platform to sell digital products instantly.,"Why pay 10%+ in platform fees when you don't have to? ZelloDrop takes just 1% on top of standard card processing. No monthly subscriptions, no complicated setup. Upload your file, name your price, and share one link anywhere you sell. We scan every file for security, generate a unique secure download link, and let you customize checkout with your own branding logo and colors. Full link control and tracking. Simple as that.",https://ph-files.imgix.net/97703ce8-d263-48bc-af71-2991cdaf1825.png?auto=format,2026-02-06T08:01:00Z,0,7,9,9,9,2,9,4,"ZelloDrop exhibits strong product-market fit, huge market potential, and features designed for rapid adoption by addressing a clear pain point, but lacks inherent network effects and presents significant financial risk with its aggressive 1% pricing strategy.",2026-02-07T06:12:15.967Z,2026-02-07T06:12:15.967Z
a09ef77e-96d3-47d5-a2a8-8e4ec10057f8,1076541,SoulMateNeat,A warm AI companion for when you need to be heard,"SoulMateNeat is a warm, judgment-free space to talk things through. Switch between three conversation modes — Empathy, Support, and Rational — based on what you need in the moment. Sign in free and chat anytime, no install needed.",https://ph-files.imgix.net/67fdc7cb-9824-41ea-a2e2-b189b92f9530.png?auto=format,2026-02-12T08:01:00Z,2,6,8,9,8,2,7,4,"SoulMateNeat targets a massive market with strong PMF potential and prioritizes speed, but its individual-use nature limits network effects and virality, while significant inherent risks in emotional AI are not addressed in the launch description.",2026-02-12T14:07:52.671Z,2026-02-12T14:07:52.671Z
057fbeef-5681-4e90-90e6-7e2024bab4dd,1072517,espacio en blanco,the hidden hub of tools and guides,"¿Buscas texto invisible? Genera y copia caracteres en blanco al instante para WhatsApp, Instagram, Free Fire y más. Gratis y fácil de usar.",https://ph-files.imgix.net/58da87a0-d516-4bb4-b9b6-7b708647edff.png?auto=format,2026-02-04T08:01:00Z,1,4,5,2,7,1,3,4,"While it offers a strong, simple solution for a niche need, the product fundamentally lacks the massive market potential, network effects, and sustained hyper-growth drivers necessary for successful blitzscaling.",2026-02-04T22:04:17.239Z,2026-02-04T22:04:17.239Z
6c02362b-23b5-4285-9aff-ca1015d206e5,1074125,S3nding,The fastest way to upload and share files from S3.,"S3nding is a lightweight macOS app that turns any S3-compatible bucket into a fast file-sharing tool. Instead of uploading files to third-party cloud drives, you upload directly to your own S3 storage and instantly get a shareable link. It supports AWS S3 and any S3-compatible provider, works quietly in the background, and is designed to be as fast and frictionless as possible. No sync folders. No complex dashboards. Just upload → get link → done.",https://ph-files.imgix.net/c5906f89-f880-4649-a9d2-3f2ea1ffa902.png?auto=format,2026-02-06T08:01:00Z,91,5,6,5,8,0,3,7,"Focusing on a specific, well-articulated user pain point for S3 file sharing, S3nding demonstrates strong product-market fit and low product risk, but lacks the huge market potential and network effects typically required for true blitzscaling.",2026-02-07T01:25:02.699Z,2026-02-07T01:25:02.699Z
9e725d10-4640-4dfb-ac5c-39b702f07bf1,1075556,Skills.lc,An open ecosystem for AI agent skills,"The open ecosystem for AI agent skills. Browse 157,682 skills with 64,872,742 total installs. Find reusable skills for Claude, Cursor, Codex and more.",https://ph-files.imgix.net/462faf2e-7376-483a-bb3e-c54514ebdeac.png?auto=format,2026-02-08T08:01:00Z,0,8.7,8,9,9,10,9,7,"Skills.lc showcases strong PMF, network effects, and hyper-growth potential by capturing significant activity in the massive, nascent AI agent market, though navigating its inherent technological uncertainties and competitive landscape remains a key challenge.",2026-02-08T11:19:10.662Z,2026-02-08T11:19:10.662Z
f284771f-dc37-4cc9-a223-9c1e391fe4a9,1071964,AI Educator Pro,Tech tool that saves you setup time with powerful results. ,"Revolutionary tech tool that saves 10+ hours per week. Simple setup, powerful results. https://www.digistore24.com/redir/647496/Iinterviewedit1969/",https://ph-files.imgix.net/e3f2b525-efaa-498c-84f2-19a83eb374fd.png?auto=format,2026-02-04T08:01:00Z,1,7,8,9,7,2,7,6,"AI Educator Pro demonstrates strong potential in a massive market with a clear value proposition and a lean, fast launch, but lacks discernible network effects and explicit risk management beyond initial validation.",2026-02-04T22:03:49.033Z,2026-02-04T22:03:49.033Z
34640dbf-f5b2-4532-ae02-20047af66a5f,1072455,AdmitOdds — Know Your Real Chances,Strengthen your college application and understand your odds,"Paying around $100 to send your application to competitive colleges is simply not feasible. AdmitOdds helps you strengthen your college application, and see your true odds of getting into your dream school, so you don't waste hundreds of dollars applying to colleges you may have a low chance of getting into. By making it simple, just uploading your Common App to our tool, we stand apart from existing tools which base their feedback simply on quantitative data, leaving out what makes you, you.",https://ph-files.imgix.net/14377791-6960-42a9-aab5-3211e644807c.png?auto=format,2026-02-04T08:01:00Z,2,7.5,7,9,8,6,8,7,"AdmitOdds targets a huge, recurring market with a strong product-market fit and hyper-growth potential by simplifying a complex problem, but must effectively manage the inherent risks of providing 'true odds' and cultivate network effects for sustained blitzscaling.",2026-02-04T22:00:09.129Z,2026-02-04T22:00:09.129Z
c2343337-12c0-4d3c-82f6-59081b79668b,1072464,Lunair,Generate studio-quality explainer videos. Instantly.,"The fastest way to add a video to your landing page. As easy as writing, with creative control. Describe your product or idea and Lunair generates a complete video: consistent characters, custom scenes (not stock assets), voiceover, music, and motion, delivered as a ready-to-share video file. Then edit with plain language: choose a narrator, tweak the script, refine scenes to match your brand. Built for custom, on-brand explainers and marketing videos, not generic AI clips. Join 5,000+ creators.",https://ph-files.imgix.net/776a7fad-5c53-4889-b214-bb4542a3e3a4.png?auto=format,2026-02-15T08:01:00Z,187,8,8,9,8,6,9,7,"Lunair exhibits strong blitzscaling indicators with its vast market, promising PMF, and high growth potential for AI-driven video, though network effects are indirect and the AI market remains highly uncertain.",2026-02-15T12:36:37.930Z,2026-02-15T12:36:37.930Z
6a6a5189-09e1-4bd3-95a9-b70f5fddd979,1076326,SuppScan,Scan supplements and get evidence-based safety insights.,"Scan your supplements, analyze ingredients, and take control of your health with science-backed data.## Key Features 1. Deep ingredient analysis with evidence-based risk/benefit summaries. 2. Smart daily schedule to optimize timing and absorption. 3. AI health expert for fast supplement and side-effect Q&A. 4. Ingredient wiki and educational content for ongoing research. Audience - Adults who take daily supplements. - Fitness and longevity users optimizing supplement stacks.",https://ph-files.imgix.net/6628b499-ca85-453d-b0c1-045ef81f0c63.png?auto=format,2026-02-10T08:01:00Z,2,7.5,7,9,9,6,8,6,"SuppScan shows strong PMF in a massive market with hyper-growth potential through its digital, AI-driven approach, though it faces significant challenges in building network effects and managing inherent health-related data risks at blitzscaling speed.",2026-02-11T07:51:52.549Z,2026-02-11T07:51:52.549Z
6b9a248d-5688-477c-b376-3f58de7dbe47,1079030,Agent Bar,Run Claude Code from your menu bar,"Agent Bar lives in your menu bar and gives you a native GUI for Claude Code. Pick a project, talk to it with your voice, watch tool calls stream in real-time, approve or auto-approve actions, and track token costs — all without leaving your desktop.",https://ph-files.imgix.net/10281c82-3f7e-49c5-99c7-35e7d9e9d5bd.png?auto=format,2026-02-16T08:01:00Z,117,6.2,8,7,8,2,7,5,"Agent Bar demonstrates strong PMF and speed for a specific niche within the booming AI agent market, offering hyper-growth potential if Claude Code gains dominance, though it faces significant platform dependency and lacks inherent network effects.",2026-02-16T16:36:24.759Z,2026-02-16T16:36:24.759Z
c78d510f-d603-4d79-bd27-a100617d8595,1061094,Guardfolio,risk and monitor investing,"Monitor stocks, crypto & ETFs with AI. Get real-time risk alerts, diversification insights, and health scores. Track all investments in one place.",https://ph-files.imgix.net/c56cc9e1-d9bb-44b6-a208-225eb387a7c0.png?auto=format,2026-02-10T08:01:00Z,1,6.5,7,9,8,3,7,5,"Guardfolio targets a massive market with a strong problem/solution fit and scalable technology, but its Blitzscaling potential is limited by the apparent lack of inherent network effects and unstated risk management strategy.",2026-02-10T14:23:05.361Z,2026-02-10T14:23:05.361Z
b5a506b1-d13a-4478-8306-f86e3f8eaef0,1072504,Pastey Extension,"Keep a library of saved text, paste it in a keystroke","Pastey reimagines the most used shortcut in history: ⌘+V. We believe AI shouldn't be a separate chat window; it should be woven into your flow. Your clipboard is now context-aware. ✨ Smart Paste: Hold ⌘+V to adapt copied text to the destination (email, code, docs). ✍️ Inline Rewrite: Select text and paste to transform tone instantly. 🧠 Memory: Searchable history + auto-detected 2FA codes. Private & local-first. The upgrade your keys have been waiting for.",https://ph-files.imgix.net/fedffb28-dd60-41a7-8182-fc72bbdf43e2.png?auto=format,2026-02-04T08:01:00Z,86,7,7,10,9,1,8,6,"Pastey targets a massive market with a highly innovative AI-powered solution for a universal problem, offering strong potential for PMF and hyper-growth via word-of-mouth, despite limited network effects and inherent risks in redefining a core computer interaction.",2026-02-04T22:00:27.727Z,2026-02-04T22:00:27.727Z
53404fc0-3219-43af-97b9-b29374416783,1066908,BayesLab,"From deep analysis to premium slides, agentized","For non-analysts seeking deep data analysis and beautiful slides. Our autonomous AI analyst handles cleaning, crunching, charting and storytelling within minutes. Then, rerun the entire analysis on new data instantly—same insights, zero effort.",https://ph-files.imgix.net/1c12eae8-1311-46a4-b140-6aedaa141fb0.png?auto=format,2026-02-06T08:01:00Z,323,7,8,10,9,2,9,3,"BayesLab demonstrates strong potential for hyper-growth in a massive market by offering a fast, AI-driven solution to a critical problem for non-analysts, though the description lacks details on network effects and the company's strategy for managing inherent AI risks.",2026-02-07T06:11:26.035Z,2026-02-07T06:11:26.035Z
8c664467-1c48-4074-9289-38072f8d5147,1075301,EmbedSite,Bring dynamic content to any website,"With the power of EmbedSite, you can embed interactive and dynamic elements like tables, cards, maps, calendars, and more straight into your site, all without coding.",https://ph-files.imgix.net/3f186477-bf4c-4585-9277-56c623ec9e76.png?auto=format,2026-02-07T08:01:00Z,1,6.2,7,9,7,3,6,5,"EmbedSite targets a massive market with a compelling no-code solution for dynamic content, showing good potential for PMF and rapid adoption, but its lack of inherent network effects limits its truly exponential hyper-growth potential.",2026-02-07T16:22:22.810Z,2026-02-07T16:22:22.810Z
94c5617e-911a-4425-9fa1-e4d324adfc98,1072854,BetterBugs MCP,Full bug context across all your tools for better debugging,"AI can write code brilliantly but debugs blindly. It can't see your app, logs, or what users did, so you waste time explaining. BetterBugs MCP gives AI complete context to fix the bugs instantly.",https://ph-files.imgix.net/cc640a17-ce3d-4206-98a4-f1297b357289.png?auto=format,2026-02-06T08:01:00Z,240,8,7,9,9,8,8,5,"BetterBugs MCP targets a massive, growing market by precisely addressing a critical AI debugging pain point, offering strong data network effects and hyper-growth potential, despite inherent risks associated with deep system access.",2026-02-07T01:20:56.383Z,2026-02-07T01:20:56.383Z
d469745e-63a5-466a-b4db-ef7f10e0198e,1072035,Camzy,Export Tesla dashcam video with driving data overlaid,"Reviewing TeslaCam footage shouldn’t be a chore. Camzy is built for Tesla owners who need clarity and control. The built-in Tesla player works for quick checks. Camzy goes further: 🎥 6-camera synced playback with driving data 🗺️ Map-based browsing to find clips instantly ⚡ Smart jumps to Sentry and Dashcam events 📦 Batch backup and deletion 💎 Clean exports with timestamp and speed overlays From insurance claims to road trip memories, Camzy makes TeslaCam effortless.",https://ph-files.imgix.net/ccb7030e-8e5d-4523-a859-e74289513a08.png?auto=format,2026-02-04T08:01:00Z,98,6,7,6,9,1,6,6,"Camzy demonstrates strong product-market fit by solving a clear pain point for Tesla owners, but its blitzscaling potential is constrained by a niche market, lack of network effects, and inherent platform dependence on Tesla.",2026-02-04T22:00:28.549Z,2026-02-04T22:00:28.549Z
62ea78ff-9716-4047-ad57-df6f73664360,1074183,OptimalResu.me,Leveraging AI to optimize resumes for your next job,OptimalResu.me leverages AI to compare and score your resume to see how you qualify and highlights area you can improve. It provide AI resume rewrite to tune your resume for each job. It provides Humanization and ATS scanning to help you get a human to actually review your resume. It allows you to track all job submissions and update by response.,https://ph-files.imgix.net/d2f48094-468e-454f-a0a1-281a330f1a46.png?auto=format,2026-02-06T08:01:00Z,1,7,7,9,8,4,7,5,"OptimalResu.me addresses a huge market with strong PMF potential and good initial speed, but its lack of strong network effects and high inherent risks in a competitive AI space temper its overall blitzscaling potential.",2026-02-07T06:35:22.437Z,2026-02-07T06:35:22.437Z
c855ff43-8984-4227-897d-a7d0e596a86e,1073979,fitness hours,"best fitness equipment,","Fitness Hours is the best fitness equipment distributors in Bangalore. We specialize in supplying high-quality fitness equipment to gyms, fitness centers, institutions, and home users.",https://ph-files.imgix.net/06d0d4c1-66b2-4b67-afd8-2289aaac4af1.png?auto=format,2026-02-12T08:01:00Z,0,3,2,4,5,0,1,3,"Fitness Hours, a local fitness equipment distributor, demonstrates very low alignment with blitzscaling principles due to its traditional business model lacking inherent speed, network effects, and hyper-growth potential.",2026-02-12T08:39:06.220Z,2026-02-12T08:39:06.220Z
0c6356cb-cad2-4aea-88e1-6b9378ec844b,1075546,Snap,The floating dock for developers,"Snap is a floating dock for Cursor and Claude Code. Watch productivity reels, take screenshots, speech to text, generate and optimize prompts, copy console errors, visual editing, preview web, and custom action buttons.",https://ph-files.imgix.net/71a6a9d6-3adb-48f3-a34a-ebad8cc44d56.png?auto=format,2026-02-08T08:01:00Z,147,6,8,7,7,3,6,6,"Snap leverages speed and addresses developer productivity in a growing AI coding niche, but its hyper-growth and network effects are limited by its current single-player design and reliance on specific tools, creating moderate risk.",2026-02-08T21:21:15.783Z,2026-02-08T21:21:15.783Z
